relative_volume_band,signal_time,entry_time,exit_time,drop_return,entry_mid,entry_executed,exit_mid,exit_executed,quantity,exit_reason,broker_profile,gross_pnl,spread_cost,slippage_cost,broker_commission,sec_fee,finra_taf,cat_fee,regulatory_fees,total_broker_fees,commission_cost,net_pnl,relative_volume_30
normal,2026-05-01 11:25:00-04:00,2026-05-01 11:26:00-04:00,2026-05-01 11:27:00-04:00,-0.002007024586051176,198.91,198.94978398909998,198.65135931311636,198.61163102776734,5,stop_loss,alpaca_personal_api,-1.2932034344181886,0.19878067965649393,0.19878069258851383,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7307648066631964,1.0034283018238976
normal,2026-05-01 11:28:00-04:00,2026-05-01 11:29:00-04:00,2026-05-01 11:30:00-04:00,-0.004263215969505407,198.53,198.5697079853,198.9668474012706,198.9270560214588,5,take_profit,alpaca_personal_api,2.184237006352987,0.19874842370072088,0.19874840185821085,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7467401807940552,0.9481616726641902
normal,2026-05-01 11:35:00-04:00,2026-05-01 11:36:00-04:00,2026-05-01 11:37:00-04:00,-0.002010353319595981,198.58,198.6197179858,199.01695742177162,198.97715602045685,5,take_profit,alpaca_personal_api,2.184787108858046,0.19879847871081324,0.1987984568630452,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7471901732841877,1.1053815494176855
normal,2026-05-01 11:52:00-04:00,2026-05-01 11:53:00-04:00,2026-05-01 11:57:00-04:00,-0.002956356165756402,199.0,199.03980199,198.741242287015,198.70149602597004,5,stop_loss,alpaca_personal_api,-1.293788564924938,0.19887062114349874,0.1988706340813451,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.731529820149782,0.8744705217517416
normal,2026-05-01 12:27:00-04:00,2026-05-01 12:28:00-04:00,2026-05-01 12:32:00-04:00,-0.002512184092850367,198.53,198.5697079853,198.58,198.5402859858,5,max_holding,alpaca_personal_api,0.25000000000005684,0.19855500000005577,0.1985549974999401,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-0.18710999749993903,0.8037033197301993
normal,2026-05-01 13:26:00-04:00,2026-05-01 13:27:00-04:00,2026-05-01 13:31:00-04:00,-0.002400600150037513,199.46,199.4998939946,199.55,199.5100919955,5,max_holding,alpaca_personal_api,0.45000000000001705,0.1995050000000731,0.19950499549992173,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.010990004500022223,1.242051481050317
normal,2026-05-01 14:06:00-04:00,2026-05-01 14:07:00-04:00,2026-05-01 14:11:00-04:00,-0.0021557126384920133,199.04,199.07980999039998,199.14,199.1001739914,5,max_holding,alpaca_personal_api,0.4999999999999716,0.199089999999984,0.19908999499989477,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.061820005000092805,1.1567222657561849
normal,2026-05-01 15:48:00-04:00,2026-05-01 15:49:00-04:00,2026-05-01 15:50:00-04:00,-0.003057184383300826,198.92,198.9597859892,198.6613463102162,198.62161602756763,5,stop_loss,alpaca_personal_api,-1.2932684489189228,0.19879067315514476,0.1987906860877331,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7308498081618007,1.028074281488916
normal,2026-05-04 09:46:00-04:00,2026-05-04 09:47:00-04:00,2026-05-04 09:47:00-04:00,-0.007750012419891705,199.73,199.7699479973,199.47029307530406,199.43040101139192,5,stop_loss,alpaca_personal_api,-1.298534623479668,0.1996001465376196,0.1996001595230723,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.73773492954036,0.842919570396606
normal,2026-05-04 09:48:00-04:00,2026-05-04 09:49:00-04:00,2026-05-04 09:49:00-04:00,-0.0049902689754978136,199.39,199.4298799939,199.13073517390916,199.09091101818174,5,stop_loss,alpaca_personal_api,-1.2963241304541384,0.19926036758690202,0.1992603805501858,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7348448785912263,0.7776079644777845
normal,2026-05-04 09:50:00-04:00,2026-05-04 09:51:00-04:00,2026-05-04 09:51:00-04:00,-0.004546362909672252,199.27,199.3098559927,199.01089120871094,198.97109102057811,5,stop_loss,alpaca_personal_api,-1.2955439564453286,0.19914044560437105,0.19914045855969675,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7338248606093964,0.9715093927098872
normal,2026-05-04 09:52:00-04:00,2026-05-04 09:53:00-04:00,2026-05-04 09:53:00-04:00,-0.002406256266292317,199.01,199.0498039901,198.75122928411486,198.71148102577035,5,stop_loss,alpaca_personal_api,-1.2938535794256723,0.19888061464200746,0.19888062758056435,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.731614821648244,0.7825384716245694
normal,2026-05-04 09:56:00-04:00,2026-05-04 09:57:00-04:00,2026-05-04 09:57:00-04:00,-0.006073992269464479,198.02,198.05960598020002,197.76251657122972,197.72296604554063,5,stop_loss,alpaca_personal_api,-1.2874171438514281,0.19789125828566512,0.19789127115984684,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7231996732969401,1.0019369911673204
normal,2026-05-04 10:09:00-04:00,2026-05-04 10:10:00-04:00,2026-05-04 10:10:00-04:00,-0.002321356479612513,197.72,197.7595459772,198.1550650691544,198.1154360376912,5,take_profit,alpaca_personal_api,2.1753253457720234,0.1979375325345245,0.19793751078140076,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.739450302456098,1.0803859395125797
normal,2026-05-04 10:17:00-04:00,2026-05-04 10:18:00-04:00,2026-05-04 10:20:00-04:00,-0.002770362161889972,197.99,198.0295999799,197.73255557993016,197.69301104613973,5,stop_loss,alpaca_personal_api,-1.2872221003492257,0.19786127778999685,0.19786129066218905,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7229446688014116,0.774364152714043
normal,2026-05-04 10:21:00-04:00,2026-05-04 10:22:00-04:00,2026-05-04 10:24:00-04:00,-0.00362592536636952,197.86,197.89957397860002,197.60272461763213,197.56320604873588,5,stop_loss,alpaca_personal_api,-1.2863769118393975,0.19773136230881505,0.19773137517248074,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7218396493206933,0.8014824018882674
normal,2026-05-04 10:58:00-04:00,2026-05-04 10:59:00-04:00,2026-05-04 11:00:00-04:00,-0.0027815708289080643,197.18,197.2194379718,196.9236088148423,196.88422606231543,5,stop_loss,alpaca_personal_api,-1.2819559257884805,0.197051804407522,0.19705181722684983,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7160595474228524,0.9603668921683365
normal,2026-05-04 11:16:00-04:00,2026-05-04 11:17:00-04:00,2026-05-04 11:17:00-04:00,-0.0034456549277932513,196.67,196.7093359667,196.41427196274995,196.37499107250014,5,stop_loss,alpaca_personal_api,-1.2786401862501862,0.19654213598130355,0.1965421487678043,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.711724470999294,1.1530599497331027
normal,2026-05-04 11:32:00-04:00,2026-05-04 11:33:00-04:00,2026-05-04 11:34:00-04:00,-0.002708918987988751,195.12,195.1590259512,195.5493440031024,195.51023608979523,5,take_profit,alpaca_personal_api,2.1467200155119315,0.19533467200147925,0.1953346505342779,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7160506929761743,0.9185417478620839
normal,2026-05-04 11:51:00-04:00,2026-05-04 11:52:00-04:00,2026-05-04 11:52:00-04:00,-0.0024975788776187002,195.73,195.7691479573,196.1606862532146,196.12145607757083,5,take_profit,alpaca_personal_api,2.1534312660730848,0.19594534312659562,0.19594532159231903,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.72154060135417,0.7741459608197462
normal,2026-05-04 11:57:00-04:00,2026-05-04 11:58:00-04:00,2026-05-04 12:01:00-04:00,-0.0021948854065643175,195.49,195.5290999549,195.23580630496767,195.19676109606473,5,stop_loss,alpaca_personal_api,-1.270968475161709,0.19536290315258498,0.1953629158620629,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7016942941763569,0.8309293642730438
normal,2026-05-04 14:17:00-04:00,2026-05-04 14:18:00-04:00,2026-05-04 14:22:00-04:00,-0.002163848631239973,198.31,198.34966398310002,198.15,198.1103719815,5,max_holding,alpaca_personal_api,-0.799999999999983,0.19823000000002367,0.19823000800002433,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.236460008000031,0.8312811856883517
normal,2026-05-04 14:25:00-04:00,2026-05-04 14:26:00-04:00,2026-05-04 14:30:00-04:00,-0.0024208190437764454,197.79,197.82955997789998,197.89,197.85042397889998,5,max_holding,alpaca_personal_api,0.4999999999999716,0.19784000000001356,0.19783999499992433,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.06432000500003368,0.892807912446898
normal,2026-05-05 09:59:00-04:00,2026-05-05 10:00:00-04:00,2026-05-05 10:00:00-04:00,-0.005068754391247543,198.24,198.2796499824,197.9822305074264,197.94263604114724,5,stop_loss,alpaca_personal_api,-1.2888474628680058,0.1981111152537096,0.1981111281421022,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7250697062638176,1.0643109229686167
normal,2026-05-05 10:01:00-04:00,2026-05-05 10:02:00-04:00,2026-05-05 10:05:00-04:00,-0.0040611682125846205,198.64,198.67972998639996,198.38171039142037,198.3420360331592,5,stop_loss,alpaca_personal_api,-1.2914480428980823,0.19851085519562162,0.19851086811016216,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7284697662038662,1.1490635227138803
normal,2026-05-05 10:14:00-04:00,2026-05-05 10:15:00-04:00,2026-05-05 10:15:00-04:00,-0.004632426988922411,197.65,197.6895319765,197.39299767853527,197.35352105292955,5,stop_loss,alpaca_personal_api,-1.2850116073236961,0.19752149883927927,0.19752151168930254,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.720054617852278,0.927176217825397
normal,2026-05-05 10:30:00-04:00,2026-05-05 10:31:00-04:00,2026-05-05 10:35:00-04:00,-0.002516736296370836,198.14,198.17962998139998,198.2,198.16036198199998,5,max_holding,alpaca_personal_api,0.30000000000001137,0.19817000000003304,0.1981699969999795,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-0.13633999700000118,0.7850076035423562
normal,2026-05-05 10:41:00-04:00,2026-05-05 10:42:00-04:00,2026-05-05 10:42:00-04:00,-0.0027793218454695845,197.34,197.3794699734,197.08340076843993,197.04398605912024,5,stop_loss,alpaca_personal_api,-1.282996157800369,0.19721170038422997,0.19721171321421593,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.717419571398815,1.163521137090606
normal,2026-05-05 10:44:00-04:00,2026-05-05 10:45:00-04:00,2026-05-05 10:46:00-04:00,-0.0020279862096937995,196.84,196.8793699684,197.2731287083368,197.2336760553264,5,take_profit,alpaca_personal_api,2.165643541683977,0.19705656435405672,0.197056542697851,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7315304346320692,1.222817265737148
normal,2026-05-05 10:54:00-04:00,2026-05-05 10:55:00-04:00,2026-05-05 10:56:00-04:00,-0.002128522197445748,196.92,196.95938596919999,196.6639468902462,196.62461606750762,5,stop_loss,alpaca_personal_api,-1.2802655487689663,0.1967919734450163,0.19679198624785954,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7138495084618421,0.8692363762814554
normal,2026-05-05 11:17:00-04:00,2026-05-05 11:18:00-04:00,2026-05-05 11:20:00-04:00,-0.0031876138433515333,197.02,197.0594059702,196.76381686124472,196.72446606551065,5,stop_loss,alpaca_personal_api,-1.2809156937764499,0.19689190843052984,0.19689192123976795,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7146995234467477,0.8566280838783544
normal,2026-05-05 11:28:00-04:00,2026-05-05 11:29:00-04:00,2026-05-05 11:29:00-04:00,-0.003041054232133966,196.71,196.7493439671,196.45421995114935,196.41493107170135,5,stop_loss,alpaca_personal_api,-1.2789002442532649,0.19658210997548053,0.19658212276453924,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7120644769932847,1.0694112530432716
normal,2026-05-05 12:28:00-04:00,2026-05-05 12:29:00-04:00,2026-05-05 12:33:00-04:00,-0.0020208143881984553,197.54,197.5795099754,197.7,197.66046197699998,5,max_holding,alpaca_personal_api,0.799999999999983,0.19762000000000057,0.1976199919999999,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.3647600079999825,1.1392582376722238
normal,2026-05-05 12:40:00-04:00,2026-05-05 12:41:00-04:00,2026-05-05 12:45:00-04:00,-0.0022259321090706274,197.23,197.2694479723,197.45,197.4105119745,5,max_holding,alpaca_personal_api,1.0999999999999943,0.19733999999999696,0.19733998899994276,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.6653200110000546,0.9584565759844197
normal,2026-05-05 15:16:00-04:00,2026-05-05 15:17:00-04:00,2026-05-05 15:21:00-04:00,-0.0022383883603804833,196.14,196.17922996139998,196.36,196.32072996360003,5,max_holding,alpaca_personal_api,1.1000000000001364,0.19624999999990678,0.19624998899999468,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.6675000110002349,1.2317008727214498
normal,2026-05-05 15:30:00-04:00,2026-05-05 15:31:00-04:00,2026-05-05 15:35:00-04:00,-0.0020866201842332233,196.08,196.11921796080003,195.82503913385884,195.78587608428245,5,stop_loss,alpaca_personal_api,-1.2748043307058765,0.19595251956701532,0.19595253231500465,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7067093825878965,1.0631808385460113
normal,2026-05-06 09:50:00-04:00,2026-05-06 09:51:00-04:00,2026-05-06 09:51:00-04:00,-0.0026301424246936156,200.98,201.02019800979997,201.42223840581957,201.38195597236077,4,take_profit,alpaca_personal_api,1.7689536232783212,0.1609608953623365,0.16096087767277822,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4170318502432064,0.9251741638250525
normal,2026-05-06 10:02:00-04:00,2026-05-06 10:03:00-04:00,2026-05-06 10:03:00-04:00,-0.0020138513679454073,203.18,203.2206380318,202.9158070747523,202.87522594249543,4,stop_loss,alpaca_personal_api,-1.0567717009907938,0.16243832282987114,0.16243833339763114,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.411648357218296,1.0201329058842104
normal,2026-05-06 10:04:00-04:00,2026-05-06 10:05:00-04:00,2026-05-06 10:05:00-04:00,-0.006659810978894343,202.78,202.8205580278,203.22619914385558,203.1855559362888,4,take_profit,alpaca_personal_api,1.7847965754223196,0.16240247965754406,0.16240246180950635,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4299916339552692,0.9513357846569365
normal,2026-05-06 10:15:00-04:00,2026-05-06 10:16:00-04:00,2026-05-06 10:16:00-04:00,-0.0034131356965235726,204.39,204.4308800439,204.8397418039878,204.79877590402444,4,take_profit,alpaca_personal_api,1.7989672159512793,0.1636918967216161,0.1636918787319246,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4415834404977386,0.9402137276075537
normal,2026-05-06 10:17:00-04:00,2026-05-06 10:18:00-04:00,2026-05-06 10:18:00-04:00,-0.00443880786303108,204.11,204.1508240411,203.84459780503838,203.80383092392336,4,stop_loss,alpaca_personal_api,-1.0616087798465514,0.16318183912198947,0.16318184973806638,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4179724687066073,0.9831752152920952
normal,2026-05-06 10:19:00-04:00,2026-05-06 10:20:00-04:00,2026-05-06 10:20:00-04:00,-0.010185681563429028,203.12,203.1606260312,202.85588509215322,202.81531594369363,4,stop_loss,alpaca_personal_api,-1.0564596313871562,0.1623903540368019,0.16239036460149237,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4112403500254505,1.0215072747990315
normal,2026-05-06 10:21:00-04:00,2026-05-06 10:22:00-04:00,2026-05-06 10:22:00-04:00,-0.007468879668049766,203.32,203.36066603319998,203.05562503415018,203.01501593969962,4,stop_loss,alpaca_personal_api,-1.0574998633992436,0.16255025001362355,0.16255026058854583,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.412600374001413,0.8648543305720258
normal,2026-05-06 10:23:00-04:00,2026-05-06 10:24:00-04:00,2026-05-06 10:25:00-04:00,-0.002209999017778297,203.2,203.24064203199998,203.64712331606398,203.606395927872,4,take_profit,alpaca_personal_api,1.788493264255976,0.16273884932638794,0.16273883144151569,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4330155834880725,0.8129877329534994
normal,2026-05-06 10:45:00-04:00,2026-05-06 10:46:00-04:00,2026-05-06 10:50:00-04:00,-0.0034141345168998694,204.33,204.37086804330002,204.77960977938662,204.73865590522686,4,take_profit,alpaca_personal_api,1.7984391175464225,0.16364384391170006,0.16364382592735183,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4411514477073706,0.8334991172656587
normal,2026-05-06 11:02:00-04:00,2026-05-06 11:03:00-04:00,2026-05-06 11:06:00-04:00,-0.002734107997265922,204.27,204.31085604269998,204.71947775478537,204.6785359064292,4,take_profit,alpaca_personal_api,1.797911019141452,0.16359579110178402,0.16359577312277906,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.440719454916889,1.1566160609104956
normal,2026-05-06 11:11:00-04:00,2026-05-06 11:12:00-04:00,2026-05-06 11:12:00-04:00,-0.00468544096832435,203.93,203.97078803929998,203.66483185724104,203.62410092751793,4,stop_loss,alpaca_personal_api,-1.060672571035866,0.16303793274278178,0.16303794334953636,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4167484471281842,0.895969130715826
normal,2026-05-06 11:15:00-04:00,2026-05-06 11:16:00-04:00,2026-05-06 11:16:00-04:00,-0.0027882404735116717,203.86,203.90077403860002,203.59492287754213,203.55420592891585,4,stop_loss,alpaca_personal_api,-1.0603084898315274,0.16298196915101926,0.16298197975413586,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4162724387366825,0.9427082441645066
normal,2026-05-06 11:38:00-04:00,2026-05-06 11:39:00-04:00,2026-05-06 11:39:00-04:00,-0.002083737158364074,205.94,205.98119005939998,205.6722182743109,205.63108588737822,4,stop_loss,alpaca_personal_api,-1.0711269027564185,0.1646448873096915,0.1646448980209243,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4304166880870344,1.0936192909742541
normal,2026-05-06 11:45:00-04:00,2026-05-06 11:46:00-04:00,2026-05-06 11:46:00-04:00,-0.002332134875133507,205.34,205.3810700534,205.0729984483199,205.03198589936022,4,stop_loss,alpaca_personal_api,-1.0680062067203835,0.16416519937934027,0.16416521005942286,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4263366161591466,1.000150367508385
normal,2026-05-06 11:48:00-04:00,2026-05-06 11:49:00-04:00,2026-05-06 11:52:00-04:00,-0.002727715538236697,204.73,204.7709480473,204.46379162522908,204.42290091154197,4,stop_loss,alpaca_personal_api,-1.0648334990836474,0.16367751665006836,0.16367752729843232,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4221885430321481,1.1180200874093338
normal,2026-05-06 12:19:00-04:00,2026-05-06 12:20:00-04:00,2026-05-06 12:24:00-04:00,-0.0023854729565260246,204.91,204.9509840491,204.85,204.8090320485,4,max_holding,alpaca_personal_api,-0.2400000000000091,0.16390400000000227,0.16390400239993141,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-0.5978080023999428,0.803343813732155
normal,2026-05-06 12:30:00-04:00,2026-05-06 12:31:00-04:00,2026-05-06 12:35:00-04:00,-0.0020954144534867103,204.79,204.8309600479,204.9,204.859022049,4,max_holding,alpaca_personal_api,0.44000000000005457,0.16387599999995928,0.16387599560005128,0.0,0.02,0.01,0.0,0.03,0.03,0.0,0.08224800440004401,1.067609662060945
normal,2026-05-06 12:38:00-04:00,2026-05-06 12:39:00-04:00,2026-05-06 12:43:00-04:00,-0.003168104498708302,204.52,204.56090604520003,204.76,204.71905004759998,4,max_holding,alpaca_personal_api,0.9599999999999227,0.16371200000003228,0.16371199040008833,0.0,0.02,0.01,0.0,0.03,0.03,0.0,0.6025760095998021,0.8102497667352966
normal,2026-05-06 12:47:00-04:00,2026-05-06 12:48:00-04:00,2026-05-06 12:52:00-04:00,-0.002587637925983821,204.3,204.34086204300002,204.03435074993553,203.99354592012904,4,stop_loss,alpaca_personal_api,-1.062597000257938,0.16333374030000414,0.1633337509259718,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4192644914839139,0.8360999870817724
normal,2026-05-06 13:49:00-04:00,2026-05-06 13:50:00-04:00,2026-05-06 13:54:00-04:00,-0.0025286909161640336,205.08,205.12101805080002,205.37,205.32892805370003,4,max_holding,alpaca_personal_api,1.1599999999999682,0.16417999999998756,0.16417998839995107,0.0,0.02,0.01,0.0,0.03,0.03,0.0,0.8016400116000295,0.8482544263750902
normal,2026-05-06 14:48:00-04:00,2026-05-06 14:49:00-04:00,2026-05-06 14:50:00-04:00,-0.0038505968425105452,206.97,207.01139606969997,206.70087897559543,206.6595408668091,4,stop_loss,alpaca_personal_api,-1.0764840976182768,0.16546835159022066,0.16546836235499995,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4374208115634974,1.2256934712971446
normal,2026-05-06 14:51:00-04:00,2026-05-06 14:52:00-04:00,2026-05-06 14:56:00-04:00,-0.0027485774905969818,206.83,206.8713680683,206.92,206.8786180692,4,max_holding,alpaca_personal_api,0.35999999999989996,0.1654999999999518,0.1654999963999444,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-0.0009999963999962336,0.8418086531371634
normal,2026-05-06 15:00:00-04:00,2026-05-06 15:01:00-04:00,2026-05-06 15:04:00-04:00,-0.0020301624129930307,206.47,206.5112960647,206.9243186568294,206.8829358623412,4,take_profit,alpaca_personal_api,1.8172746273176017,0.1653577274627196,0.16535770928999227,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4565591905648898,1.0007175911538526
normal,2026-05-07 09:42:00-04:00,2026-05-07 09:43:00-04:00,2026-05-07 09:44:00-04:00,-0.0026503469545104963,207.0,207.04140207,207.45548487414,207.41399585172005,4,take_profit,alpaca_personal_api,1.8219394965600486,0.1657821939496671,0.16578217573021448,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.460375126880167,0.8630814611172133
normal,2026-05-07 09:59:00-04:00,2026-05-07 10:00:00-04:00,2026-05-07 10:00:00-04:00,-0.003961057554643377,208.66,208.70173408659997,209.11913755477318,209.0773158184536,4,take_profit,alpaca_personal_api,1.8365502190927145,0.16711165502181302,0.1671116366563865,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.472326927414515,0.7773744236354134
normal,2026-05-07 10:17:00-04:00,2026-05-07 10:18:00-04:00,2026-05-07 10:18:00-04:00,-0.00296052631578958,212.15,212.1924321215,211.87414347331776,211.83177076336452,4,stop_loss,alpaca_personal_api,-1.103426106728989,0.16960965738928735,0.16960966842361813,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4726454325418945,0.8883035502152341
normal,2026-05-07 10:30:00-04:00,2026-05-07 10:31:00-04:00,2026-05-07 10:31:00-04:00,-0.00215628369193277,212.84,212.8825701284,212.56324627320743,212.52073574958524,4,stop_loss,alpaca_personal_api,-1.10701490717031,0.17016129850935613,0.17016130957938458,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4773375152590507,0.9482985841246241
normal,2026-05-07 10:50:00-04:00,2026-05-07 10:51:00-04:00,2026-05-07 10:52:00-04:00,-0.004549718574108796,212.21,212.2524441221,212.6769490103442,212.6344157473116,4,take_profit,alpaca_personal_api,1.8677960413767778,0.16995477960415428,0.16995476092620265,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4978865008464208,0.7736643415934354
normal,2026-05-07 11:00:00-04:00,2026-05-07 11:01:00-04:00,2026-05-07 11:02:00-04:00,-0.0038937887033213547,212.32,212.3624661232,212.78719105544639,212.74463574510722,4,take_profit,alpaca_personal_api,1.8687642217855682,0.17004287642214422,0.1700428577345292,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4986784876288948,0.8617838823020988
normal,2026-05-07 11:07:00-04:00,2026-05-07 11:08:00-04:00,2026-05-07 11:09:00-04:00,-0.0052656323460271715,211.59,211.6323201159,212.0555847561318,212.01317575973644,4,take_profit,alpaca_personal_api,1.8623390245271594,0.1694582339024464,0.16945821527895077,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4934225753457622,1.1682873475008428
normal,2026-05-07 11:50:00-04:00,2026-05-07 11:51:00-04:00,2026-05-07 11:52:00-04:00,-0.0020163181093499905,212.81,212.8525641281,212.53328528190787,212.49078075018434,4,stop_loss,alpaca_personal_api,-1.106858872368548,0.17013731411270783,0.17013732518137203,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4771335116626279,0.9615981904729752
normal,2026-05-07 12:03:00-04:00,2026-05-07 12:04:00-04:00,2026-05-07 12:05:00-04:00,-0.002679452827527795,212.17,212.2124361217,211.89411746751745,211.85174076296514,4,stop_loss,alpaca_personal_api,-1.1035301299301636,0.169625646987015,0.16962565802225527,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.472781434939434,1.1306772950190096
normal,2026-05-07 12:06:00-04:00,2026-05-07 12:07:00-04:00,2026-05-07 12:07:00-04:00,-0.0037199227762866327,211.59,211.6323201159,211.31487163572615,211.27261077454773,4,stop_loss,alpaca_personal_api,-1.100513457095417,0.1691619486542777,0.16916195965939096,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4688373654090856,0.8402808518172965
normal,2026-05-07 12:14:00-04:00,2026-05-07 12:15:00-04:00,2026-05-07 12:15:00-04:00,-0.002689948088721028,211.31,211.3522641131,211.03523571693037,210.99303078013935,4,stop_loss,alpaca_personal_api,-1.0990571322785172,0.16893809428677287,0.16893810527733422,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4669333318426243,0.9458926445117991
normal,2026-05-07 12:38:00-04:00,2026-05-07 12:39:00-04:00,2026-05-07 12:41:00-04:00,-0.00589528844804188,212.52,212.5625061252,212.9876311374504,212.94503574109922,4,take_profit,alpaca_personal_api,1.8705245498015302,0.17020305245500822,0.17020303374965806,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5001184635968638,0.8891414729341226
normal,2026-05-07 14:11:00-04:00,2026-05-07 14:12:00-04:00,2026-05-07 14:16:00-04:00,-0.0025377132384040157,212.26,212.30245412259998,212.72705903084517,212.68451574630961,4,take_profit,alpaca_personal_api,1.8682361233807114,0.16999482361222817,0.16999480492995644,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4982464948385268,1.1489388431738299
normal,2026-05-07 14:44:00-04:00,2026-05-07 14:45:00-04:00,2026-05-07 14:45:00-04:00,-0.0037118827233003637,212.04,212.0824101204,211.76428650521942,211.72193576556126,4,stop_loss,alpaca_personal_api,-1.102853979122301,0.16952171460206955,0.1695217256306023,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.471897419354973,1.1200237324882794
normal,2026-05-07 14:47:00-04:00,2026-05-07 14:48:00-04:00,2026-05-07 14:48:00-04:00,-0.0027728169940783864,212.17,212.2124361217,211.89411746751745,211.85174076296514,4,stop_loss,alpaca_personal_api,-1.1035301299301636,0.169625646987015,0.16962565802225527,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.472781434939434,0.9318946539983803
normal,2026-05-07 14:51:00-04:00,2026-05-07 14:52:00-04:00,2026-05-07 14:56:00-04:00,-0.002401242996374564,211.85,211.8923721185,212.19,212.1475641219,4,max_holding,alpaca_personal_api,1.3600000000000136,0.16961600000001908,0.16961598640000375,0.0,0.02,0.01,0.0,0.03,0.03,0.0,0.9907680135999908,1.0171379375285856
normal,2026-05-08 10:03:00-04:00,2026-05-08 10:04:00-04:00,2026-05-08 10:06:00-04:00,-0.0033640552995390927,216.27,216.31325616270001,215.988786278456,215.94559068108816,4,stop_loss,alpaca_personal_api,-1.124854886176081,0.17290351451140396,0.17290352575992074,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5006619264474057,0.7551757787096555
