qqq_regime,signal_time,entry_time,exit_time,drop_return,entry_mid,entry_executed,exit_mid,exit_executed,quantity,exit_reason,broker_profile,gross_pnl,spread_cost,slippage_cost,broker_commission,sec_fee,finra_taf,cat_fee,regulatory_fees,total_broker_fees,commission_cost,net_pnl,qqq_return_5m
falling,2026-05-04 11:15:00-04:00,2026-05-04 11:16:00-04:00,2026-05-04 11:17:00-04:00,-0.0051110773746269045,196.61,196.64932396609998,196.35434998015086,196.31508107369834,5,stop_loss,alpaca_personal_api,-1.2782500992457813,0.196482174989967,0.19648218777248871,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.711214462008237,-0.0010374827703755196
falling,2026-05-04 11:18:00-04:00,2026-05-04 11:19:00-04:00,2026-05-04 11:19:00-04:00,-0.004668391941949457,196.15,196.18923196149998,195.89494811355775,195.85577108288453,5,stop_loss,alpaca_personal_api,-1.2752594322112998,0.19602247405671847,0.19602248680925527,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7073043930772736,-0.0012165269638749754
falling,2026-05-04 11:20:00-04:00,2026-05-04 11:21:00-04:00,2026-05-04 11:21:00-04:00,-0.005696846388606347,195.48,195.51909795479997,195.2258193078678,195.18677609626442,5,stop_loss,alpaca_personal_api,-1.2709034606609748,0.19535290965379204,0.19535292236298574,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7016092926777526,-0.0032195368021245008
falling,2026-05-04 11:22:00-04:00,2026-05-04 11:23:00-04:00,2026-05-04 11:23:00-04:00,-0.006006617459913377,195.26,195.29905395259996,195.00610537167108,194.96710610065782,5,stop_loss,alpaca_personal_api,-1.2694731416445393,0.19513305268574754,0.19513306538044617,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.699739259710733,-0.0031031462042138136
falling,2026-05-04 11:24:00-04:00,2026-05-04 11:25:00-04:00,2026-05-04 11:25:00-04:00,-0.0047025148231444325,194.72,194.7589459472,195.1484638390944,195.10943609781123,5,take_profit,alpaca_personal_api,2.1423191954720266,0.19493423191960346,0.19493421049631365,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7124507530561095,-0.002127279759602585
falling,2026-05-04 11:32:00-04:00,2026-05-04 11:33:00-04:00,2026-05-04 11:34:00-04:00,-0.002708918987988751,195.12,195.1590259512,195.5493440031024,195.51023608979523,5,take_profit,alpaca_personal_api,2.1467200155119315,0.19533467200147925,0.1953346505342779,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7160506929761743,-0.0020825275934905907
falling,2026-05-04 11:51:00-04:00,2026-05-04 11:52:00-04:00,2026-05-04 11:52:00-04:00,-0.0024975788776187002,195.73,195.7691479573,196.1606862532146,196.12145607757083,5,take_profit,alpaca_personal_api,2.1534312660730848,0.19594534312659562,0.19594532159231903,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.72154060135417,-0.0012958963282937441
falling,2026-05-04 12:01:00-04:00,2026-05-04 12:02:00-04:00,2026-05-04 12:05:00-04:00,-0.002401144375191566,195.26,195.29905395259996,195.68965206050515,195.65051608698957,5,take_profit,alpaca_personal_api,2.148260302525813,0.1954748260301642,0.19547480454761512,0.0,0.03,0.01,0.0,0.04,0.04,0.0,1.7173106719480336,-0.001146840231751045
falling,2026-05-04 12:09:00-04:00,2026-05-04 12:10:00-04:00,2026-05-04 12:10:00-04:00,-0.002197577554044927,195.22,195.25904595219998,194.9661573832717,194.92716610145663,5,stop_loss,alpaca_personal_api,-1.2692130836414606,0.19509307869157055,0.19509309138371123,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.6993992537167424,-0.001938302345345977
falling,2026-05-04 15:54:00-04:00,2026-05-04 15:55:00-04:00,2026-05-04 15:55:00-04:00,-0.002114803625377526,198.18,198.2196379818,197.92230852482732,197.88272604234544,5,stop_loss,alpaca_personal_api,-1.2884573758634588,0.19805115426237307,0.19805116714692872,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.7245596972727606,-0.0011303300266222172
falling,2026-05-05 10:14:00-04:00,2026-05-05 10:15:00-04:00,2026-05-05 10:15:00-04:00,-0.004632426988922411,197.65,197.6895319765,197.39299767853527,197.35352105292955,5,stop_loss,alpaca_personal_api,-1.2850116073236961,0.19752149883927927,0.19752151168930254,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.720054617852278,-0.0016767171642888545
falling,2026-05-05 10:39:00-04:00,2026-05-05 10:40:00-04:00,2026-05-05 10:44:00-04:00,-0.004341241797072071,197.22,197.2594459722,196.96355680324172,196.92416606151664,5,stop_loss,alpaca_personal_api,-1.282215983791417,0.1970917784015569,0.197091791223869,0.0,0.03,0.01,0.0,0.04,0.04,0.0,-1.716399553416843,-0.0011314876858872225
falling,2026-05-05 12:31:00-04:00,2026-05-05 12:32:00-04:00,2026-05-05 12:36:00-04:00,-0.0023734976265024077,197.55,197.58951197550002,197.74,197.70045397740003,5,max_holding,alpaca_personal_api,0.9499999999999886,0.19764499999993745,0.19764499049998108,0.0,0.03,0.01,0.0,0.04,0.04,0.0,0.5147100095000701,-0.0010723309242611778
falling,2026-05-06 09:50:00-04:00,2026-05-06 09:51:00-04:00,2026-05-06 09:51:00-04:00,-0.0026301424246936156,200.98,201.02019800979997,201.42223840581957,201.38195597236077,4,take_profit,alpaca_personal_api,1.7689536232783212,0.1609608953623365,0.16096087767277822,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4170318502432064,-0.0017269653300826526
falling,2026-05-06 10:02:00-04:00,2026-05-06 10:03:00-04:00,2026-05-06 10:03:00-04:00,-0.0020138513679454073,203.18,203.2206380318,202.9158070747523,202.87522594249543,4,stop_loss,alpaca_personal_api,-1.0567717009907938,0.16243832282987114,0.16243833339763114,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.411648357218296,-0.0014801271167994567
falling,2026-05-06 10:04:00-04:00,2026-05-06 10:05:00-04:00,2026-05-06 10:05:00-04:00,-0.006659810978894343,202.78,202.8205580278,203.22619914385558,203.1855559362888,4,take_profit,alpaca_personal_api,1.7847965754223196,0.16240247965754406,0.16240246180950635,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4299916339552692,-0.001800049356192046
falling,2026-05-06 10:06:00-04:00,2026-05-06 10:07:00-04:00,2026-05-06 10:07:00-04:00,-0.0055362304639656745,203.02,203.0606060302,203.46672724226042,203.42603593147925,4,take_profit,alpaca_personal_api,1.786908969041633,0.16259469089686718,0.1625946730277974,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4317196051169685,-0.002395887785328399
falling,2026-05-06 10:17:00-04:00,2026-05-06 10:18:00-04:00,2026-05-06 10:18:00-04:00,-0.00443880786303108,204.11,204.1508240411,203.84459780503838,203.80383092392336,4,stop_loss,alpaca_personal_api,-1.0616087798465514,0.16318183912198947,0.16318184973806638,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4179724687066073,-0.001494790003773172
falling,2026-05-06 10:19:00-04:00,2026-05-06 10:20:00-04:00,2026-05-06 10:20:00-04:00,-0.010185681563429028,203.12,203.1606260312,202.85588509215322,202.81531594369363,4,stop_loss,alpaca_personal_api,-1.0564596313871562,0.1623903540368019,0.16239036460149237,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4112403500254505,-0.002249702458707148
falling,2026-05-06 10:21:00-04:00,2026-05-06 10:22:00-04:00,2026-05-06 10:22:00-04:00,-0.007468879668049766,203.32,203.36066603319998,203.05562503415018,203.01501593969962,4,stop_loss,alpaca_personal_api,-1.0574998633992436,0.16255025001362355,0.16255026058854583,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.412600374001413,-0.0012194236771431166
falling,2026-05-06 12:47:00-04:00,2026-05-06 12:48:00-04:00,2026-05-06 12:52:00-04:00,-0.002587637925983821,204.3,204.34086204300002,204.03435074993553,203.99354592012904,4,stop_loss,alpaca_personal_api,-1.062597000257938,0.16333374030000414,0.1633337509259718,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4192644914839139,-0.00133038335285518
falling,2026-05-07 09:44:00-04:00,2026-05-07 09:45:00-04:00,2026-05-07 09:45:00-04:00,-0.0034154319799885036,207.22,207.26144607220002,206.95055390309173,206.90916586181663,4,stop_loss,alpaca_personal_api,-1.0777843876330735,0.16566822156130456,0.16566823233915784,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.439120841533536,-0.0011631747490559174
falling,2026-05-07 10:50:00-04:00,2026-05-07 10:51:00-04:00,2026-05-07 10:52:00-04:00,-0.004549718574108796,212.21,212.2524441221,212.6769490103442,212.6344157473116,4,take_profit,alpaca_personal_api,1.8677960413767778,0.16995477960415428,0.16995476092620265,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4978865008464208,-0.0010718726329479455
falling,2026-05-07 11:01:00-04:00,2026-05-07 11:02:00-04:00,2026-05-07 11:04:00-04:00,-0.0024883797361378024,212.5,212.542502125,212.2236883718125,212.181245756375,4,stop_loss,alpaca_personal_api,-1.10524651275,0.16988947534878207,0.16988948640118906,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4750254744999711,-0.0011140469899306726
falling,2026-05-07 11:05:00-04:00,2026-05-07 11:06:00-04:00,2026-05-07 11:09:00-04:00,-0.0035793340554797215,211.57,211.61231611569997,212.03554074793138,211.99313576013722,4,take_profit,alpaca_personal_api,1.8621629917255405,0.16944221629910317,0.16944219767742652,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4932785777490107,-0.0016148624508752762
falling,2026-05-07 11:49:00-04:00,2026-05-07 11:50:00-04:00,2026-05-07 11:54:00-04:00,-0.002533546026086131,212.65,212.6925321265,213.08,213.0373861308,4,max_holding,alpaca_personal_api,1.7200000000000273,0.17029200000001765,0.1702919827999949,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.3494160172000147,-0.0010587612493381249
falling,2026-05-07 11:59:00-04:00,2026-05-07 12:00:00-04:00,2026-05-07 12:00:00-04:00,-0.002956636005256308,212.45,212.4924921245,212.17375338631325,212.13132075737352,4,stop_loss,alpaca_personal_api,-1.1049864547469497,0.16984950135451982,0.1698495124044257,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4746854685058952,-0.0017912158773375486
falling,2026-05-07 12:07:00-04:00,2026-05-07 12:08:00-04:00,2026-05-07 12:09:00-04:00,-0.005319148936170137,211.3,211.342262113,211.76494663722602,211.72259576554805,4,take_profit,alpaca_personal_api,1.859786548904026,0.16922597865482203,0.16922596005701962,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4913346101921843,-0.001766403860238741
falling,2026-05-07 12:14:00-04:00,2026-05-07 12:15:00-04:00,2026-05-07 12:15:00-04:00,-0.002689948088721028,211.31,211.3522641131,211.03523571693037,210.99303078013935,4,stop_loss,alpaca_personal_api,-1.0990571322785172,0.16893809428677287,0.16893810527733422,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4669333318426243,-0.0016243333764571766
falling,2026-05-07 12:16:00-04:00,2026-05-07 12:17:00-04:00,2026-05-07 12:17:00-04:00,-0.00250567322239037,211.01,211.05220411009998,211.47430851832019,211.4320157713596,4,take_profit,alpaca_personal_api,1.8572340732807788,0.16899372340731134,0.16899370483497478,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4892466450384927,-0.0017268423249052756
falling,2026-05-07 12:38:00-04:00,2026-05-07 12:39:00-04:00,2026-05-07 12:41:00-04:00,-0.00589528844804188,212.52,212.5625061252,212.9876311374504,212.94503574109922,4,take_profit,alpaca_personal_api,1.8705245498015302,0.17020305245500822,0.17020303374965806,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5001184635968638,-0.0011922546541024426
falling,2026-05-07 12:57:00-04:00,2026-05-07 12:58:00-04:00,2026-05-07 13:01:00-04:00,-0.002683868537527001,211.81,211.85236411809998,212.2760688463362,212.23361575532763,4,take_profit,alpaca_personal_api,1.8642753853447402,0.16963442753842628,0.16963440889571757,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4950065489105964,-0.0010654533936130806
falling,2026-05-07 13:18:00-04:00,2026-05-07 13:19:00-04:00,2026-05-07 13:22:00-04:00,-0.004154863078375981,210.89,210.93218010889998,211.35404446911778,211.3117757737644,4,take_profit,alpaca_personal_api,1.856177876471179,0.16889761778759294,0.16889759922594294,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.488382659457643,-0.0014989478539103596
falling,2026-05-07 13:27:00-04:00,2026-05-07 13:28:00-04:00,2026-05-07 13:28:00-04:00,-0.0030251465305350944,210.91,210.9521841091,211.3740884773182,211.33181577336364,4,take_profit,alpaca_personal_api,1.8563539092727979,0.1689136353908225,0.1689136168273535,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.4885266570546218,-0.0028114186851211365
falling,2026-05-07 13:45:00-04:00,2026-05-07 13:46:00-04:00,2026-05-07 13:49:00-04:00,-0.0028696429411487756,211.96,212.0023941196,211.68439052842064,211.64205576715887,4,stop_loss,alpaca_personal_api,-1.1024378863174888,0.16945775621138637,0.1694577672357127,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.471353409764588,-0.001181743504013566
falling,2026-05-07 14:44:00-04:00,2026-05-07 14:45:00-04:00,2026-05-07 14:45:00-04:00,-0.0037118827233003637,212.04,212.0824101204,211.76428650521942,211.72193576556126,4,stop_loss,alpaca_personal_api,-1.102853979122301,0.16952171460206955,0.1695217256306023,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.471897419354973,-0.00200354584372342
falling,2026-05-07 14:47:00-04:00,2026-05-07 14:48:00-04:00,2026-05-07 14:48:00-04:00,-0.0027728169940783864,212.17,212.2124361217,211.89411746751745,211.85174076296514,4,stop_loss,alpaca_personal_api,-1.1035301299301636,0.169625646987015,0.16962565802225527,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.472781434939434,-0.0019027849852967238
falling,2026-05-07 15:18:00-04:00,2026-05-07 15:19:00-04:00,2026-05-07 15:23:00-04:00,-0.002541415662650537,211.92,211.96238611919998,211.64444254002117,211.6021157679576,4,stop_loss,alpaca_personal_api,-1.1022298399152533,0.1694257770159311,0.16942578803832475,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4710814049695091,-0.0014419402748337973
falling,2026-05-08 10:29:00-04:00,2026-05-08 10:30:00-04:00,2026-05-08 10:30:00-04:00,-0.0025511387355628967,215.06,215.1030141506,214.7803596293741,214.73740570525183,4,stop_loss,alpaca_personal_api,-1.118561482503651,0.1719361438516671,0.17193615503731507,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.4924337813926332,-0.001289682539682535
falling,2026-05-08 10:31:00-04:00,2026-05-08 10:32:00-04:00,2026-05-08 10:32:00-04:00,-0.002499884264617336,215.47,215.5130961547,215.18982651046798,215.14679069706418,4,stop_loss,alpaca_personal_api,-1.1206939581280722,0.17226393060411738,0.17226394181113847,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.495221830543328,-0.0016860061489635259
falling,2026-05-11 09:53:00-04:00,2026-05-11 09:54:00-04:00,2026-05-11 09:54:00-04:00,-0.01069761116903134,218.27,218.31365618270002,217.98618569842597,217.94259064114814,4,stop_loss,alpaca_personal_api,-1.13525720629616,0.17450247427939303,0.17450248563193327,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5142621662074862,-0.002611735961919215
falling,2026-05-11 09:55:00-04:00,2026-05-11 09:56:00-04:00,2026-05-11 09:56:00-04:00,-0.011818181818181839,217.4,217.443482174,217.117316950739,217.07389565852202,4,stop_loss,alpaca_personal_api,-1.1307321970440398,0.17380692678023024,0.1738069380876368,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.508346061911907,-0.0010270407158333716
falling,2026-05-11 09:57:00-04:00,2026-05-11 09:58:00-04:00,2026-05-11 09:59:00-04:00,-0.010442792649003607,217.02,217.0634061702,216.73781106094472,216.69446566611063,4,stop_loss,alpaca_personal_api,-1.1287557562211532,0.17350312442442828,0.17350313571193965,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5057620163575212,-0.001097324217101514
falling,2026-05-11 10:26:00-04:00,2026-05-11 10:27:00-04:00,2026-05-11 10:28:00-04:00,-0.002189880925224652,218.71,218.7537441871,218.42561357081937,218.38193063236133,4,stop_loss,alpaca_personal_api,-1.1375457167225704,0.1748542454283779,0.1748542568037692,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5172542189547176,-0.0018117723065687041
falling,2026-05-11 10:29:00-04:00,2026-05-11 10:30:00-04:00,2026-05-11 10:31:00-04:00,-0.0055268807381355645,217.73,217.77354817729997,217.44688785503402,217.4034006519319,4,stop_loss,alpaca_personal_api,-1.1324485798638761,0.17407075514199732,0.17407076646645692,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5105901014723304,-0.0034714414211828304
falling,2026-05-11 10:32:00-04:00,2026-05-11 10:33:00-04:00,2026-05-11 10:35:00-04:00,-0.0038899821518465494,217.66,217.7035341766,218.1389412449532,218.0953156380936,4,take_profit,alpaca_personal_api,1.9157649798128205,0.1743195764979646,0.1743195573403682,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5371258459744876,-0.0014225552472569847
falling,2026-05-11 11:14:00-04:00,2026-05-11 11:15:00-04:00,2026-05-11 11:16:00-04:00,-0.006621919906302121,220.55,220.5941122055,221.03530042991102,220.99109558017804,4,take_profit,alpaca_personal_api,1.9412017196440274,0.1766341201719115,0.17663410075999764,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5579334987121183,-0.0013482767337996693
falling,2026-05-11 12:41:00-04:00,2026-05-11 12:42:00-04:00,2026-05-11 12:42:00-04:00,-0.0025742931984463757,220.84,220.8841702084,220.55284395308743,220.50873558982528,4,stop_loss,alpaca_personal_api,-1.1486241876502845,0.17655713758119873,0.1765571490674347,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.531738474298918,-0.0013179664058776686
falling,2026-05-11 12:43:00-04:00,2026-05-11 12:44:00-04:00,2026-05-11 12:48:00-04:00,-0.003524149460082282,220.58,220.6241182058,220.55,220.50589220550003,4,max_holding,alpaca_personal_api,-0.12000000000000455,0.17645199999992656,0.17645200119989113,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-0.5029040011998223,-0.001584741602973172
falling,2026-05-11 14:58:00-04:00,2026-05-11 14:59:00-04:00,2026-05-11 14:59:00-04:00,-0.002764308696243223,220.07,220.11401620069998,219.78384517639893,219.7398906052021,4,stop_loss,alpaca_personal_api,-1.144619294404265,0.17594153807056045,0.17594154951666496,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5265023819914905,-0.0011783354608835284
falling,2026-05-11 15:00:00-04:00,2026-05-11 15:01:00-04:00,2026-05-11 15:05:00-04:00,-0.004395504803335171,219.73,219.7739481973,220.08,220.0359862008,4,max_holding,alpaca_personal_api,1.400000000000091,0.17592400000000907,0.17592398600004344,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.0181520140000384,-0.0017677511679784486
falling,2026-05-11 15:16:00-04:00,2026-05-11 15:17:00-04:00,2026-05-11 15:21:00-04:00,-0.003272281052583703,219.31,219.3538641931,219.35,219.30613219350002,4,max_holding,alpaca_personal_api,0.15999999999996817,0.1754639999999199,0.17546399840000504,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-0.22092799839995678,-0.0010806410868161587
falling,2026-05-12 09:48:00-04:00,2026-05-12 09:49:00-04:00,2026-05-12 09:50:00-04:00,-0.0038584054914979626,222.05,222.0944122205,221.76127060216928,221.71692056566155,4,stop_loss,alpaca_personal_api,-1.154917591322942,0.1775245082408219,0.17752451979004036,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5399666193538042,-0.002355729218095348
falling,2026-05-12 09:51:00-04:00,2026-05-12 09:52:00-04:00,2026-05-12 09:52:00-04:00,-0.005204360895509019,221.75,221.7943522175,222.237940921935,222.19349555613005,4,take_profit,alpaca_personal_api,1.9517636877400264,0.17759517636875444,0.17759515685111182,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.56657335452016,-0.002610597615183785
falling,2026-05-12 09:57:00-04:00,2026-05-12 09:58:00-04:00,2026-05-12 09:58:00-04:00,-0.009462307726803898,220.9,220.944182209,220.6127659356865,220.56864558862702,4,stop_loss,alpaca_personal_api,-1.1489362572540358,0.17660510637426796,0.17660511786357347,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5321464814918773,-0.002402623099100998
falling,2026-05-12 09:59:00-04:00,2026-05-12 10:00:00-04:00,2026-05-12 10:00:00-04:00,-0.013360233131584964,220.1,220.14402220099998,219.8138061676985,219.769845604603,4,stop_loss,alpaca_personal_api,-1.144775329206027,0.17596552246709507,0.1759655339147912,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5267063855879133,-0.00332075684994404
falling,2026-05-12 10:25:00-04:00,2026-05-12 10:26:00-04:00,2026-05-12 10:26:00-04:00,-0.004040495755209594,219.38,219.4238781938,219.09474237650932,219.05092561898144,4,stop_loss,alpaca_personal_api,-1.1410304939627167,0.17538989695060536,0.17538990836089852,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5218102992742206,-0.001951053993298535
falling,2026-05-12 10:27:00-04:00,2026-05-12 10:28:00-04:00,2026-05-12 10:28:00-04:00,-0.004772076535017988,218.99,219.0338001899,218.70524948961517,218.66151062676974,4,stop_loss,alpaca_personal_api,-1.1390020415393565,0.17507809979576905,0.17507811118593963,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5191582525210652,-0.0019806182358350632
falling,2026-05-12 10:29:00-04:00,2026-05-12 10:30:00-04:00,2026-05-12 10:30:00-04:00,-0.0050957732380909615,218.64,218.68373018639997,218.35570459112037,218.3120356337592,4,stop_loss,alpaca_personal_api,-1.1371816355184592,0.17479828183638801,0.17479829320825502,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5167782105631022,-0.0031422950077142353
falling,2026-05-12 10:31:00-04:00,2026-05-12 10:32:00-04:00,2026-05-12 10:32:00-04:00,-0.005657192390163823,217.97,218.0135961797,218.4496233720594,218.40593563188122,4,take_profit,alpaca_personal_api,1.9184934882375728,0.17456784934881853,0.1745678301638236,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5393578087249307,-0.0037267432798174793
falling,2026-05-12 10:33:00-04:00,2026-05-12 10:34:00-04:00,2026-05-12 10:35:00-04:00,-0.0035689773507207034,217.75,217.79355217749998,218.22913928185497,218.18549563629,4,take_profit,alpaca_personal_api,1.9165571274198783,0.17439165571272497,0.1743916365470568,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5377738351600965,-0.0026825633383009695
falling,2026-05-12 10:47:00-04:00,2026-05-12 10:48:00-04:00,2026-05-12 10:48:00-04:00,-0.00324719871941459,217.94,217.98359017939998,217.6566147941309,217.61308564773822,4,stop_loss,alpaca_personal_api,-1.1335408234764373,0.17423864591762595,0.17423865725299947,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5120181266470627,-0.0018442332245708348
falling,2026-05-12 10:49:00-04:00,2026-05-12 10:50:00-04:00,2026-05-12 10:52:00-04:00,-0.0028897756983624623,217.38,217.4234781738,217.8583251301476,217.8147556437048,4,take_profit,alpaca_personal_api,1.9133005205903828,0.17409533005206868,0.17409531091902863,0.0,0.02,0.01,0.0,0.03,0.03,0.0,1.5351098796192855,-0.0014484315758083177
falling,2026-05-12 10:58:00-04:00,2026-05-12 10:59:00-04:00,2026-05-12 10:59:00-04:00,-0.005123278898495065,217.49,217.5335001749,217.20719992463768,217.16376065672475,4,stop_loss,alpaca_personal_api,-1.1312003014493257,0.1738788799698341,0.17387889128190182,0.0,0.02,0.01,0.0,0.03,0.03,0.0,-1.5089580727010616,-0.001917913310318431
