slippage_bps,trade_count,win_rate,average_win,average_loss,expectancy,profit_factor,max_drawdown,max_drawdown_pct,total_net_pnl
0.0,550,0.4127272727272727,1.3560810195199753,-1.272932180961722,-0.1878667327629127,0.7486928854829542,108.13016591380983,0.010807825092700996,-103.326703019602
1.0,562,0.35765124555160144,1.301777489506217,-1.347759362816342,-0.40014920744830945,0.5377906599659529,228.31866609356257,0.022824026986301992,-224.8838545859499
2.0,571,0.3064798598949212,1.2725700980998567,-1.4277461311543733,-0.6001535915405551,0.3938887573508049,345.927719274443,0.034581567435602714,-342.687700769657
5.0,618,0.21035598705501618,1.0467150509024508,-1.7201619266752854,-1.1381327889971207,0.1620998706756037,705.3820498481655,0.07052398744593238,-703.3660636002205
