exit_reason,trade_count,win_rate,expectancy,profit_factor,total_net_pnl
take_profit,149,1.0,1.5833673686752174,inf,235.9217379326074
stop_loss,284,0.0,-1.5573467490015949,0.0,-442.28647671645297
max_holding,129,0.40310077519379844,-0.14355903722561467,0.581532913766159,-18.51911580210429
