volatility_regime,trade_count,win_rate,expectancy,profit_factor,total_net_pnl
high,180,0.37777777777777777,-0.16672973583330478,0.79600618279778,-30.01135244999486
low,180,0.48333333333333334,0.03558842305557211,1.0740644972108335,6.40591615000298
normal,179,0.5139664804469274,0.24026168798884528,1.40723421874961,43.00684215000331
