entry_hour,trade_count,win_rate,expectancy,profit_factor,total_net_pnl
9,89,0.33707865168539325,-0.4709659789858482,0.5277672761192199,-41.91597212974049
10,161,0.34782608695652173,-0.4380853689391659,0.5467690173666535,-70.5317443992057
11,79,0.4050632911392405,-0.23450997499863005,0.7042088125858871,-18.526288024891773
12,67,0.4626865671641791,-0.14343186749308962,0.788963031512236,-9.609935122037005
13,51,0.43137254901960786,-0.30228139140526805,0.5665036852270567,-15.41635096166867
14,51,0.37254901960784315,-0.34666253485106113,0.4955794327942903,-17.67978927740412
15,64,0.171875,-0.8000589792344084,0.1920859775590175,-51.20377467100214
